count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
36088,2015,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"M62 Junction 33",A645,448360,423000,53.70120443,-1.26896604,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",2,148,14921,64,3032,497,152,125,184,465,491,1915,20079
16008,2015,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,39,40,430500,419000,53.66659776,-1.53987171,4.20,2.61,Counted,"Manual count",0,209,77381,245,15083,2937,495,501,436,2723,2074,9167,102083
47401,2015,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,B6422,A638,444000,415000,53.62968864,-1.33613261,4.40,2.73,Estimated,"Estimated using previous year's AADF on this link",7,91,8698,51,1694,127,36,33,26,21,27,271,10805
47419,2015,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A637,"Hollin Lane, Calder Grove",430060,416300,53.64235584,-1.54679088,3.90,2.42,Counted,"Manual count",64,160,16135,45,1882,289,40,31,46,43,34,484,18706
27424,2015,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A639,"A645 spur",448100,423100,53.70212712,-1.27288844,3.30,2.05,Estimated,"Estimated using previous year's AADF on this link",56,109,12591,165,2636,161,43,43,15,35,65,363,15864
26056,2015,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,31,32,441961,423546,53.70666362,-1.36581122,4.30,2.67,Counted,"Manual count",0,177,65255,243,14298,2370,676,748,920,6178,6216,17109,97082
56864,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A645,A655,436000,419000,53.66624921,-1.45663543,2.30,1.43,Estimated,"Estimated using previous year's AADF on this link",59,194,16655,301,2582,207,72,33,17,34,34,397,20128
47422,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A636 Denby Dale Road","A636 Charlesworth Way",433000,420400,53.67902943,-1.50188850,0.30,0.19,Counted,"Manual count",97,171,21185,52,2806,301,64,41,29,29,26,489,24703
47447,2015,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,A638,"B6133 Church Lane",436530,420000,53.67520029,-1.44849727,5.50,3.42,Estimated,"Estimated using previous year's AADF on this link",37,313,11746,175,1981,161,78,66,14,29,54,403,14618
37457,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A642,"M1 jn40",430000,420580,53.68082740,-1.54728660,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",91,179,18104,203,3521,371,76,97,30,76,97,747,22754
37458,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A638 merge",A636,433300,420340,53.67847119,-1.49735340,0.60,0.37,Estimated,"Estimated using previous year's AADF on this link",82,265,22776,138,3860,249,48,51,22,66,47,483,27522
27433,2015,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,A61,"A638 Quebec Street",433000,421028,53.68467376,-1.50182193,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",33,46,5437,112,836,56,4,3,2,2,2,69,6500
56874,2015,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Bridge Rd, Horbury",A638,431960,420000,53.67549870,-1.51767351,5.50,3.42,Estimated,"Estimated using previous year's AADF on this link",131,114,14650,319,2462,118,28,105,7,6,8,272,17818
56056,2015,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,33,"LA Boundary",449200,422160,53.69357677,-1.25637672,4.50,2.80,Estimated,"Estimated using previous year's AADF on this link",0,148,38293,112,9234,1960,455,618,862,4894,5168,13957,61744
37464,2015,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,379730,A639,445000,422180,53.69413432,-1.31997478,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",48,247,23388,300,3460,240,77,32,34,79,121,584,27978
46008,2015,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,40,"LA Boundary",429500,423000,53.70260634,-1.55462681,2.40,1.49,Counted,"Manual count",0,273,86417,251,17259,3503,790,707,675,2977,2167,10818,115018
47434,2015,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A638,"Wentworth Rd, Featherstone",440000,419900,53.67404826,-1.39598550,4.70,2.92,Estimated,"Estimated using previous year's AADF on this link",19,145,6615,144,1507,113,10,8,4,3,7,145,8556
46616,2015,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A642,A650,433000,421400,53.68801721,-1.50178249,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",102,152,15995,275,2274,245,69,45,15,30,24,427,19123
27388,2015,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,A638,"Castlegate Drive",445100,420000,53.67453299,-1.31877661,4.40,2.73,Estimated,"Estimated using previous year's AADF on this link",10,100,7306,72,1363,80,7,8,3,6,10,114,8955
37482,2015,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,M1,A61,432000,423600,53.70785233,-1.51669780,3.50,2.17,Estimated,"Estimated using previous year's AADF on this link",50,185,17637,89,2547,272,71,123,25,49,47,588,21046
27438,2014,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A6539/A656,A6032,443470,425000,53.71960831,-1.34274946,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",47,152,10470,149,1512,161,34,31,12,32,37,306,12589
73408,2015,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,"LA Boundary",A639,451054,413646,53.61688091,-1.22969764,0.10,0.06,Counted,"Dependent on a neighbouring counted link",0,233,48086,123,10432,2476,393,300,541,3185,6363,13258,72132
27388,2014,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,A638,"Castlegate Drive",445100,420000,53.67453299,-1.31877661,4.40,2.73,Estimated,"Estimated using previous year's AADF on this link",10,105,7394,70,1274,80,6,8,2,6,10,113,8955
27424,2014,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A639,"A645 spur",448100,423100,53.70212712,-1.27288844,3.31,2.06,Estimated,"Estimated using previous year's AADF on this link",61,123,12347,153,2514,170,42,45,13,36,68,374,15511
36621,2015,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A650,"LA Boundary",433260,425000,53.72035669,-1.49746052,3.40,2.11,Estimated,"Estimated using previous year's AADF on this link",73,52,9330,157,1440,90,27,42,7,4,3,174,11154
48771,2015,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"LA Boundary","Wood Lane, Newmillerdam",433500,412000,53.60349985,-1.49522107,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",14,93,5148,35,717,142,31,29,29,65,60,356,6348
56840,2015,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A639,A655,442000,425720,53.72619938,-1.36492632,1.60,0.99,Estimated,"Estimated using previous year's AADF on this link",89,51,7143,97,2218,87,22,15,2,23,19,168,9678
73699,2014,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"LA Boundary",31,438600,424140,53.71226084,-1.41665009,2.70,1.68,Estimated,"Estimated using previous year's AADF on this link",0,231,68079,350,17265,3145,726,581,701,4326,5844,15323,101248
74946,2014,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"Ings Road","Quebec Street",432670,420580,53.68066789,-1.50686529,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",127,306,27293,548,3339,278,81,32,23,49,42,505,31991
57344,2015,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A6186,"A636 Charlesworth Way",433030,420000,53.67543242,-1.50147678,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",146,182,21677,146,3370,165,26,48,15,16,12,283,25658
73701,2015,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A6032,"Green St",442900,426140,53.72990109,-1.35122879,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",62,169,11469,242,2316,129,70,12,2,30,46,289,14485
73662,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,M1,"LA Boundary",428000,421660,53.69064486,-1.57746788,3.20,1.99,Estimated,"Estimated using previous year's AADF on this link",35,116,19671,357,4586,287,125,163,55,237,304,1170,25900
57027,2015,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A655,A656,442800,425900,53.72775228,-1.35277753,0.40,0.25,Counted,"Manual count",146,258,18315,616,2539,350,49,72,19,37,25,553,22281
27438,2015,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A6539/A656,A6032,443470,425000,53.71960831,-1.34274946,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",43,135,10677,160,1585,153,35,29,14,30,35,297,12854
47426,2015,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6032,A655,441200,425000,53.71979196,-1.37714591,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",52,88,8123,81,1913,177,53,55,8,36,19,348,10554
73408,2014,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,"LA Boundary",A639,451054,413646,53.61688091,-1.22969764,0.10,0.06,Counted,"Dependent on a neighbouring counted link",3,269,52560,331,10930,1738,282,336,287,2773,4589,10007,74096
60051,2015,8,"Yorkshire and The Humber",88,Wakefield,A6186,Major,A636,A61,433000,417060,53.64901011,-1.50224217,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",29,80,13990,141,2565,197,73,83,24,49,122,547,17325
60052,2015,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"M1 jn39",A6186,432000,417650,53.65437485,-1.51730931,1.40,0.87,Counted,"Manual count",103,124,22936,75,2695,422,109,62,71,170,140,973,26803
27437,2015,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,M62,A639,440500,424220,53.71283630,-1.38785458,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",96,120,12829,211,4313,466,162,86,16,64,66,861,18334
74948,2015,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"A645 spur","A645 spur",448270,423200,53.70301021,-1.27029807,0.40,0.25,Counted,"Manual count",61,162,15172,111,1568,254,28,88,23,190,138,721,17734
38732,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A635,"B6389 Agbrigg Rd",435000,419265,53.66869864,-1.47173939,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",107,278,27158,586,4070,689,73,230,39,61,53,1145,33237
60053,2015,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A6186,A638,434000,419070,53.66701179,-1.48689533,3.20,1.99,Estimated,"Estimated using previous year's AADF on this link",90,89,11754,470,1867,108,27,16,6,21,16,194,14375
73659,2015,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"LA Boundary",A637,427240,413850,53.62048907,-1.58965816,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",24,97,11391,43,1804,151,38,33,10,31,46,309,13644
74947,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,Westgate,"Charlesworth Way",432700,420470,53.67967736,-1.50642267,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",27,90,11898,153,1816,120,41,10,10,23,27,231,14189
74945,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"Charlesworth Way",Westgate,432770,420550,53.68039202,-1.50535455,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",33,91,10594,80,1379,93,18,12,2,25,21,171,12315
77617,2015,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Wentworth Rd","Houndhill Lane",442500,419970,53.67448066,-1.35813531,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",80,111,13523,250,1922,130,46,20,13,20,15,244,16051
77618,2015,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Houndhill Lane","Queen's Ave",444000,420650,53.68046839,-1.33533465,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",57,139,9940,313,1480,142,33,16,16,46,56,309,12181
77650,2015,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"Hollin Lane",M1,430800,416960,53.64824498,-1.53553299,0.80,0.50,Estimated,"Estimated from nearby links",71,178,17910,50,2089,321,44,35,51,47,38,537,20763
80708,2015,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A655,A6539/A639,442430,424420,53.71448092,-1.35858742,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",102,94,12043,203,2445,150,30,24,7,15,8,233,15019
77590,2015,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,"Castlegate Drive",A639,445330,420400,53.67810814,-1.31523699,0.70,0.43,Estimated,"Estimated from nearby links",11,111,8110,80,1513,89,8,9,3,7,11,126,9940
73700,2014,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,"LA Boundary",A6032,441027,425708,53.72616873,-1.37967373,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",61,127,7337,67,1683,81,14,24,3,9,18,150,9364
73010,2015,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,"LA Boundary",B6422,442710,412000,53.60283220,-1.35604812,1.80,1.12,Estimated,"Estimated using previous year's AADF on this link",17,94,8314,75,1601,143,44,65,31,18,209,510,10593
77656,2015,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Moorhouse Grove, Bottom Boat",M62,435830,425750,53.72692787,-1.45843038,0.80,0.50,Estimated,"Estimated from nearby links",32,68,10846,128,2213,116,45,37,12,11,27,249,13504
81550,2015,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,A1(M),A639,449700,416000,53.63816727,-1.24978890,7.80,4.85,Counted,"Manual count",0,421,50658,236,10365,1914,404,539,626,4085,4525,12093,73772
74008,2015,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,A645,"LA Boundary",448334,423901,53.70930445,-1.26921959,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",9,53,10842,29,2262,172,51,98,10,58,152,542,13729
74949,2015,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"A645 Pontefract Road","A1 main route",448180,423380,53.70463623,-1.27163332,0.40,0.25,Counted,"Manual count",18,89,5675,7,900,154,22,39,37,169,138,559,7230
80615,2015,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,"STUART ROAD",A645,444710,422710,53.69892252,-1.32429010,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",58,233,20383,261,2983,209,75,52,34,79,182,630,24491
81556,2015,8,"Yorkshire and The Humber",88,Wakefield,A1(M),Major,M62,"LA Boundary",446980,425700,53.72559606,-1.28945852,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",0,99,42450,144,8463,1903,429,412,855,4125,5010,12733,63889
56617,2015,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Bridge Street","Ings Road/Kirkgate inersection",433770,420130,53.67655371,-1.49026124,0.30,0.19,Counted,"Manual count",198,495,45862,1050,6227,839,126,151,60,85,57,1318,54952
74943,2015,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Charlesworth Way",A638,433090,420250,53.67767559,-1.50054198,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",153,79,15161,127,1959,150,27,38,9,9,3,237,17563
74944,2015,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Denby Dale Road",A638,432850,420300,53.67814006,-1.50416981,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",25,31,9579,190,1171,84,26,69,4,7,10,199,11171
77651,2015,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Wood Lane",A6186,433260,416000,53.63946659,-1.49842198,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",54,37,8593,80,980,170,35,17,34,67,57,381,10071
77652,2015,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"LA Boundary","Bridge Rd, Horbury",427000,417450,53.65285815,-1.59297525,3.80,2.36,Estimated,"Estimated using previous year's AADF on this link",21,106,8922,54,1624,105,38,37,15,43,20,257,10963
77653,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A61,"B6389 Agbrigg Rd",434250,419630,53.67202869,-1.48305024,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",126,301,21595,495,3752,346,87,68,16,51,38,607,26750
27419,2014,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,A61,"Moorhouse Grove, Bottom Boat",435000,424200,53.71305311,-1.47118415,5.10,3.17,Estimated,"Estimated using previous year's AADF on this link",38,85,11687,130,2319,135,49,43,11,13,31,281,14502
27433,2014,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,A61,"A638 Quebec Street",433000,421028,53.68467376,-1.50182193,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",35,52,5332,104,797,59,4,3,2,2,2,72,6357
27437,2014,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,M62,A639,440500,424220,53.71283630,-1.38785458,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",103,136,12580,196,4113,492,158,91,14,67,69,889,17914
74950,2015,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,"A645 Pontefract Road","A1 main route",448400,423470,53.70542479,-1.26828697,0.30,0.19,Counted,"Manual count",19,60,5067,13,931,132,34,67,47,116,127,523,6595
77592,2015,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Queen's Ave",A639,445070,421500,53.68801681,-1.31901334,0.90,0.56,Estimated,"Estimated from nearby links",63,154,11033,347,1643,158,36,18,18,51,63,343,13520
81551,2015,8,"Yorkshire and The Humber",88,Wakefield,A162,Major,A1(M),M62,448560,421710,53.68959220,-1.26613851,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",2,40,8730,64,2102,299,110,186,140,372,573,1680,12617
81553,2015,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"Junction 32","A1(M) junction",445300,423950,53.71001625,-1.31517368,3.00,1.86,Estimated,"Estimated using previous year's AADF on this link",0,216,54615,220,14612,3459,785,819,844,5899,6406,18212,87876
81291,2015,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6133 Church Lane","B6134 Havertop Lane",440046,422267,53.69531846,-1.39498451,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",41,83,14270,59,1742,119,65,54,5,25,27,295,16449
81325,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A628 Acton Moor Top","A6021 Elm Farm",445000,415170,53.63113176,-1.32098784,5.10,3.17,Estimated,"Estimated using previous year's AADF on this link",44,142,7080,48,1329,121,20,26,16,22,37,242,8841
77591,2015,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A1,"Brockadale Ave",445570,420500,53.67898607,-1.31158933,0.60,0.37,Estimated,"Estimated from nearby links",18,42,4764,58,941,59,11,8,5,11,19,112,5916
77593,2015,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Trundles Lane","LA Boundary",451500,423710,53.70728585,-1.22129124,0.70,0.43,Estimated,"Estimated from nearby links",37,41,7817,149,1868,97,54,76,17,60,99,403,10279
81552,2015,8,"Yorkshire and The Humber",88,Wakefield,A1(M),Major,M62,A1(T),448330,421490,53.68763626,-1.26965527,4.40,2.73,Counted,"Manual count",0,155,44822,199,9107,1972,434,518,541,4327,4988,12780,67063
81554,2015,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"A1(M) junction","Junction 34",447810,422940,53.70071571,-1.27730542,2.40,1.49,Counted,"Manual count",0,147,44402,136,9520,1695,399,421,737,4473,4935,12660,66865
81293,2015,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A639,A639,442887,424369,53.71398530,-1.35167058,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",74,313,18813,216,2024,147,42,39,5,21,23,277,21644
81326,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A6021 Elm Farm","A6021 Dale lane",447592,412490,53.60681656,-1.28220370,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",14,52,5791,35,1215,172,42,286,38,105,128,771,7864
17347,2015,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A642,"A638 Ings Road",432410,420480,53.67978524,-1.51081184,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",118,311,26792,543,3512,270,85,31,28,49,42,505,31663
